term,tone
дотягиваться_INFN,negative
зацепить_INFN,neutral
годами_ADVB,negative
зеркало_NOUN,negative
сенсера_NOUN,negative
теплов_NOUN,negative
доставить_INFN,negative
учётный_ADJF,negative
шлейф_NOUN,negative
гадость_NOUN,negative
баду_NOUN,negative
победить_INFN,negative
снижать_INFN,negative
назначить_INFN,negative
влево_ADVB,negative
нетбук_NOUN,negative
прислать_INFN,negative
соседний_ADJF,negative
аппаратик_NOUN,negative
побывать_INFN,negative
забавный_ADJF,positive
пригодный_ADJF,negative
вырасти_VERB,negative
выполняться_INFN,negative
медиаплеер_NOUN,negative
внутрь_ADVB,negative
чтоть_INFN,negative
освоение_NOUN,negative
долговечный_ADJF,positive
начальный_ADJF,negative
подозревать_INFN,negative
мёрзнуть_INFN,negative
экономный_ADJF,positive
периметр_NOUN,negative
глянуть_INFN,negative
кеш_NOUN,negative
местность_NOUN,negative
показываться_INFN,negative
эйфория_NOUN,positive
примитивный_ADJF,neutral
дизайнер_NOUN,negative
гнусмас_NOUN,negative
зараза_NOUN,negative
выложить_INFN,negative
отправиться_INFN,negative
неимоверно_ADVB,negative
волна_NOUN,negative
дёготь_NOUN,negative
меркнуть_INFN,neutral
глас_NOUN,negative
треть_NOUN,negative
карманный_ADJF,negative
слушаться_INFN,negative
родитель_NOUN,negative
обыкновенный_ADJF,negative
лаконичный_ADJF,positive
жалкий_ADJF,negative
объективно_ADVB,negative
гнаться_INFN,negative
намертво_ADVB,negative
бросать_INFN,negative
рассчитывать_INFN,negative
пропускать_INFN,negative
беспокоиться_INFN,negative
спрос_NOUN,negative
улыбка_NOUN,negative
раб_NOUN,negative
снизить_INFN,negative
спокойный_ADJF,positive
парень_NOUN,negative
исправление_NOUN,positive
виндовс_NOUN,negative
доделать_INFN,negative
силой_ADVB,negative
провал_NOUN,negative
валяться_INFN,negative
напоминание_NOUN,negative
блёклый_ADJF,negative
основа_NOUN,negative
бросить_INFN,negative
безотказно_ADVB,negative
гигантский_ADJF,neutral
праздник_NOUN,positive
возиться_INFN,positive
самостоятельный_ADJF,positive
впереди_ADVB,negative
хромированный_ADJF,negative
высвечиваться_INFN,negative
нос_NOUN,negative
коробочка_NOUN,negative
грамотный_ADJF,positive
шить_INFN,negative
секундный_ADJF,negative
дошлый_ADJF,negative
бал_NOUN,negative
взломать_INFN,negative
мучение_NOUN,negative
выцветать_INFN,negative
сторонник_NOUN,neutral
открытость_NOUN,positive
заслуга_NOUN,positive
контраст_NOUN,negative
пошло_ADVB,negative
шедевр_NOUN,negative
сервер_NOUN,negative
кодек_NOUN,negative
удобность_NOUN,positive
ребро_NOUN,negative
влезть_INFN,negative
гонка_NOUN,negative
снижение_NOUN,negative
подстроить_INFN,positive
рутом_NOUN,negative
помоему_ADVB,negative
злой_ADJF,negative
шумоподавление_NOUN,negative
неоправданно_ADVB,negative
командировка_NOUN,negative
добро_ADVB,positive
американский_ADJF,negative
сочность_NOUN,positive
рассмотреть_INFN,negative
большеватый_ADJF,negative
конкурировать_INFN,negative
луч_NOUN,negative
рост_NOUN,negative
закруглить_INFN,negative
сухой_ADJF,negative
прозрачный_ADJF,negative
необычный_ADJF,negative
ревизия_NOUN,negative
сложиться_INFN,negative
прикрепить_INFN,negative
картина_NOUN,negative
осветить_INFN,negative
камерофон_NOUN,negative
молодая_NOUN,negative
штаны_NOUN,negative
масштаб_NOUN,negative
желаемый_ADJF,negative
тоненький_ADJF,negative
выставлять_INFN,negative
западать_INFN,negative
бесшумный_ADJF,negative
перелистывать_INFN,negative
неочень_NOUN,negative
тестовый_ADJF,negative
маркость_NOUN,negative
кошмарный_ADJF,negative
йцукен_NOUN,negative
применение_NOUN,negative
пояс_NOUN,negative
туповатый_ADJF,negative
переводить_INFN,negative
панорамный_ADJF,negative
компенсировать_INFN,negative
индикация_NOUN,negative
путешествие_NOUN,negative
добраться_INFN,negative
портативный_ADJF,negative
форматировать_INFN,negative
плотность_NOUN,negative
гламурный_ADJF,negative
утверждать_INFN,negative
шкала_NOUN,negative
ютюб_NOUN,negative
неизвестный_ADJF,negative
вод_NOUN,negative
полюбить_INFN,positive
рекорд_NOUN,negative
послужить_INFN,negative
незаменимый_ADJF,positive
внутренность_NOUN,negative
сносно_ADVB,negative
выбрасывать_INFN,negative
закладка_NOUN,negative
оговориться_INFN,negative
перезапуск_NOUN,negative
вышесказанный_ADJF,negative
незнакомый_ADJF,negative
изначальный_ADJF,negative
подросток_NOUN,negative
дозваниваться_INFN,negative
тупость_NOUN,negative
повторить_INFN,negative
фамилия_NOUN,negative
муторный_ADJF,negative
штучка_NOUN,negative
рискнуть_INFN,negative
сортировать_INFN,negative
света_NOUN,negative
тачфон_NOUN,negative
школа_NOUN,negative
скакать_INFN,negative
попадание_NOUN,negative
тащиться_INFN,negative
средне_ADVB,negative
зерно_NOUN,negative
дебильный_ADJF,negative
тестирование_NOUN,negative
прошиваться_INFN,negative
просушить_INFN,negative
продолжить_INFN,negative
произвольно_ADVB,negative
гэлекси_NOUN,negative
переключить_INFN,negative
фотаять_INFN,negative
связываться_INFN,negative
зернистый_ADJF,negative
творить_INFN,negative
площадь_NOUN,negative
умудряться_INFN,negative
весной_ADVB,negative
сначало_NOUN,negative
надумать_INFN,negative
прикладывать_INFN,negative
гениальный_ADJF,positive
выдающийся_ADJF,negative
дочка_NOUN,negative
миниатюрный_ADJF,negative
среда_NOUN,negative
переписка_NOUN,negative
немалый_ADJF,negative
вилка_NOUN,negative
порекомендовать_INFN,negative
собраться_INFN,negative
лёжа_ADVB,negative
урезанный_ADJF,negative
покрываться_INFN,negative
готовиться_INFN,negative
перегружать_INFN,neutral
забросить_INFN,negative
монолит_NOUN,negative
неисправность_NOUN,negative
двойка_NOUN,negative
раскрутить_INFN,negative
поломаться_INFN,negative
джи_NOUN,negative
ограничить_INFN,negative
нередко_ADVB,negative
делиться_INFN,negative
вибровызов_NOUN,negative
царапка_NOUN,negative
бросаться_INFN,negative
единичный_ADJF,negative
извлечь_INFN,negative
аудиокнига_NOUN,negative
скроллинг_NOUN,negative
отдых_NOUN,negative
фантастика_NOUN,negative
фантастический_ADJF,positive
забавно_ADVB,negative
рубашка_NOUN,negative
терпение_NOUN,positive
утилит_NOUN,negative
ненадолго_ADVB,negative
унылый_ADJF,negative
продолжение_NOUN,negative
притормаживание_NOUN,negative
защёлка_NOUN,negative
отпад_NOUN,negative
чистка_NOUN,negative
безлимит_NOUN,negative
контроллер_NOUN,negative
яблокофон_NOUN,negative
прочтение_NOUN,negative
полноценно_ADVB,negative
приблизительно_ADVB,negative
взлом_NOUN,negative
упорно_ADVB,negative
вытягивать_INFN,negative
заслужить_INFN,positive
раздумье_NOUN,negative
светиться_INFN,positive
жара_NOUN,negative
временно_ADVB,negative
яблочко_NOUN,negative
всеравно_ADVB,negative
убавить_INFN,negative
аккумуляторный_ADJF,negative
скриншот_NOUN,negative
айпад_NOUN,negative
вкупе_ADVB,negative
расписывать_INFN,negative
откатить_INFN,negative
недавний_ADJF,negative
эргономичность_NOUN,negative
слой_NOUN,negative
прилагаться_INFN,negative
любовь_NOUN,positive
обнова_NOUN,negative
всплывать_INFN,negative
опасаться_INFN,negative
магнитола_NOUN,negative
гуглофон_NOUN,negative
толща_NOUN,negative
щупать_INFN,negative
ярый_ADJF,positive
мастер_NOUN,negative
иероглиф_NOUN,negative
радиомодуль_NOUN,negative
увеличиваться_INFN,negative
яфон_NOUN,negative
америка_NOUN,negative
материнский_ADJF,negative
дополнить_INFN,negative
стартовать_INFN,negative
сырость_NOUN,negative
потрясти_INFN,neutral
изделие_NOUN,negative
обложка_NOUN,negative
предпочтение_NOUN,negative
прилетать_INFN,negative
ориентировать_INFN,negative
международный_ADJF,negative
геолокация_NOUN,negative
ооооочень_ADVB,negative
тратиться_INFN,negative
зажать_INFN,negative
целиком_ADVB,negative
вдобавок_ADVB,negative
флех_NOUN,negative
перемещать_INFN,negative
задавать_INFN,negative
узнавать_INFN,negative
набираться_INFN,neutral
спорт_NOUN,negative
молниеносный_ADJF,negative
разлетаться_INFN,negative
выделять_INFN,negative
стеклянный_ADJF,negative
трудноватый_ADJF,negative
нечаянно_ADVB,negative
справочник_NOUN,negative
нахождение_NOUN,negative
патч_NOUN,negative
неактивный_ADJF,negative
зима_NOUN,negative
собрат_NOUN,negative
новичок_NOUN,negative
баловство_NOUN,negative
вон_ADVB,negative
значимый_ADJF,positive
горячее_NOUN,negative
присутствие_NOUN,negative
замучиться_INFN,negative
отлететь_INFN,negative
опережать_INFN,negative
длиться_INFN,negative
настроение_NOUN,negative
оправдаться_INFN,negative
означать_INFN,negative
чехольчик_NOUN,negative
различимый_ADJF,negative
простительный_ADJF,positive
дрожать_INFN,neutral
золото_NOUN,negative
разок_NOUN,negative
моторола_NOUN,negative
смайлик_NOUN,negative
переместить_INFN,negative
прикрыть_INFN,negative
отвратный_ADJF,negative
проводной_ADJF,negative
остановка_NOUN,negative
басс_NOUN,negative
слеза_NOUN,negative
бессмысленно_ADVB,negative
стрелка_NOUN,negative
остаток_NOUN,negative
вдвое_ADVB,negative
древний_ADJF,negative
таймер_NOUN,negative
разработка_NOUN,negative
поправимый_ADJF,negative
риск_NOUN,negative
повозиться_INFN,positive
расчёт_NOUN,negative
отсутсвие_NOUN,negative
имиджевый_ADJF,negative
преобрести_INFN,negative
умелец_NOUN,positive
антен_NOUN,negative
исправиться_INFN,positive
низок_ADJS,negative
плоховатый_ADJF,negative
двор_NOUN,negative
рисунок_NOUN,negative
недорого_ADVB,negative
здравствовать_INFN,negative
коснуться_INFN,negative
стор_NOUN,negative
мьюзик_NOUN,negative
купание_NOUN,negative
проводы_NOUN,negative
паршивый_ADJF,negative
секрет_NOUN,negative
выбешивать_INFN,negative
признавать_INFN,positive
целовать_INFN,negative
бытовой_ADJF,negative
трястись_INFN,neutral
ненавидеть_INFN,negative
прочить_INFN,negative
резвый_ADJF,positive
энерго_NOUN,negative
твиттер_VERB,negative
пролежать_INFN,negative
экспериментировать_INFN,negative
вырубиться_INFN,negative
тишина_NOUN,negative
ящик_NOUN,negative
нервно_ADVB,negative
мультимедия_NOUN,negative
безбожно_ADVB,negative
годик_NOUN,negative
убиваться_INFN,negative
дохнуть_INFN,negative
случаться_INFN,negative
капец_NOUN,negative
айпод_NOUN,negative
прекратить_INFN,negative
часик_NOUN,negative
четверть_NOUN,negative
хранилище_NOUN,negative
маркетолог_NOUN,negative
флай_NOUN,negative
восприниматься_INFN,negative
загадка_NOUN,negative
линолеум_NOUN,negative
логотип_NOUN,negative
предупреждение_NOUN,negative
оптимально_ADVB,negative
обрыв_NOUN,negative
проспать_INFN,negative
напрягаться_INFN,negative
совместимость_NOUN,negative
нулевой_ADJF,negative
кратко_ADVB,negative
двухядерный_ADJF,negative
улетать_INFN,negative
беззвучный_ADJF,negative
электроника_NOUN,negative
моноблок_NOUN,negative
плэй_NOUN,negative
устареть_INFN,negative
сторонка_NOUN,negative
изнашиваться_INFN,negative
чрезмерно_ADVB,negative
трата_NOUN,negative
перезапускаться_INFN,negative
километр_NOUN,negative
отстойный_ADJF,neutral
контроль_NOUN,negative
железка_NOUN,negative
горил_NOUN,negative
робот_NOUN,negative
мак_NOUN,negative
понятие_NOUN,negative
объяснять_INFN,negative
искажаться_INFN,negative
информативный_ADJF,negative
икран_NOUN,negative
искажать_INFN,negative
лечить_INFN,negative
рисковать_INFN,negative
запуститься_INFN,negative
непосредственно_ADVB,negative
алгоритм_NOUN,negative
уделывать_INFN,negative
переставить_INFN,negative
забирать_INFN,negative
ресурсоёмкий_ADJF,negative
подход_NOUN,negative
перегрузить_INFN,neutral
носитель_NOUN,negative
облупиться_INFN,negative
грамм_NOUN,negative
упаковка_NOUN,negative
чудом_ADVB,negative
соответствие_NOUN,negative
выразить_INFN,negative
создатель_NOUN,negative
регистрация_NOUN,negative
заявлять_INFN,negative
разгон_NOUN,negative
танк_NOUN,negative
уголок_NOUN,negative
заляпать_INFN,negative
выпускаться_INFN,negative
выгодный_ADJF,positive
тяжеловатый_ADJF,negative
компромисс_NOUN,positive
светодиод_NOUN,negative
паутинка_NOUN,negative
дёргаться_INFN,negative
персонализация_NOUN,negative
доступность_NOUN,positive
натуральный_ADJF,positive
русски_ADVB,negative
отснять_INFN,negative
потереться_INFN,negative
утюг_NOUN,negative
будущий_ADJF,negative
ампер_NOUN,negative
неестественный_ADJF,negative
внушать_INFN,negative
блеск_NOUN,positive
ограничивать_INFN,negative
нерабочий_ADJF,neutral
поднесение_NOUN,negative
фонарь_NOUN,negative
выяснить_INFN,negative
тащить_INFN,negative
округлый_ADJF,negative
фотоснимок_NOUN,negative
нарастать_INFN,negative
скользковатый_ADJF,negative
шестёрка_NOUN,negative
прилететь_INFN,negative
облачный_ADJF,negative
запутанный_ADJF,negative
смертельно_ADVB,negative
вертикально_ADVB,negative
первоначальный_ADJF,negative
координата_NOUN,negative
трэк_NOUN,negative
промахнуться_INFN,negative
бороться_INFN,negative
подешеветь_INFN,negative
токо_NOUN,negative
шипеть_INFN,negative
провайдер_NOUN,negative
отписаться_INFN,negative
расчитывать_INFN,negative
списать_INFN,negative
простейшее_NOUN,negative
разваливаться_INFN,neutral
вагон_NOUN,negative
гулять_INFN,negative
обнаруживать_INFN,negative
исполнитель_NOUN,negative
отдельность_NOUN,negative
приближать_INFN,negative
передвигаться_INFN,negative
украина_NOUN,negative
присоединяться_INFN,negative
логика_NOUN,positive
направление_NOUN,negative
салфетка_NOUN,negative
избежать_INFN,negative
фэйсбук_NOUN,negative
заткнуть_INFN,negative
тег_NOUN,negative
переплатить_INFN,negative
малюсенький_ADJF,negative
портиться_INFN,negative
раскладушка_NOUN,negative
пробел_NOUN,neutral
гамма_NOUN,negative
телфон_NOUN,negative
подстраиваться_INFN,negative
глючной_NOUN,negative
состоять_INFN,negative
задумать_INFN,negative
располагаться_INFN,negative
купаться_INFN,negative
прыгать_INFN,negative
сбалансировать_INFN,negative
видеоролик_NOUN,negative
хвост_NOUN,negative
влезать_INFN,positive
отрубаться_INFN,negative
мылить_INFN,negative
опробовать_INFN,negative
параллельно_ADVB,negative
мастерский_ADJF,negative
прослушок_NOUN,negative
убитый_ADJF,negative
гнуться_INFN,negative
неправильный_ADJF,negative
интеграция_NOUN,negative
резестивный_ADJF,negative
миллиметр_NOUN,negative
катушка_NOUN,negative
клацать_INFN,negative
присущий_ADJF,negative
клёвыя_NOUN,negative
активация_NOUN,negative
допустимый_ADJF,positive
вменяемый_ADJF,positive
бесподобный_ADJF,positive
оторвать_INFN,negative
почистить_INFN,negative
значковый_ADJF,negative
дружелюбный_ADJF,positive
покой_VERB,negative
ложка_NOUN,negative
врядлить_INFN,negative
долговечность_NOUN,positive
респект_NOUN,positive
существование_NOUN,negative
протираться_INFN,negative
дальний_ADJF,negative
отлетать_INFN,negative
огрех_NOUN,negative
предварительно_ADVB,negative
ткнуть_INFN,negative
новомодный_ADJF,negative
стремный_ADJF,negative
кровать_NOUN,negative
раздавать_INFN,negative
задумчивый_ADJF,negative
убого_ADVB,negative
стальной_ADJF,positive
неубиваемость_NOUN,negative
мпкс_NOUN,negative
хорошенько_ADVB,positive
чуствительный_ADJF,negative
фиговый_ADJF,neutral
изъян_NOUN,negative
гудок_NOUN,negative
нетерпение_NOUN,negative
приглядываться_INFN,negative
дофига_NOUN,negative
головной_ADJF,negative
сперва_ADVB,negative
полый_ADJF,negative
приспособиться_INFN,negative
снижаться_INFN,negative
оснащение_NOUN,negative
диалог_NOUN,negative
отложить_INFN,negative
починка_NOUN,negative
пользовиться_INFN,negative
продолжаться_INFN,negative
развитие_NOUN,negative
переключиться_INFN,negative
даваться_INFN,negative
переноситься_INFN,negative
парить_INFN,negative
износиться_INFN,negative
обман_NOUN,negative
полежать_INFN,negative
благополучно_ADVB,negative
обрадоваться_INFN,positive
одноклассник_NOUN,negative
решающий_ADJF,negative
осознать_INFN,positive
просьба_NOUN,negative
бешеный_ADJF,negative
дёргать_INFN,negative
пихать_INFN,negative
стороной_ADVB,negative
чёрт_NOUN,negative
уменьшать_INFN,negative
различие_NOUN,negative
позор_NOUN,negative
чайник_NOUN,negative
акамулятор_NOUN,negative
комфорт_NOUN,positive
наступить_INFN,negative
симками_NOUN,negative
ущербный_ADJF,negative
прижимать_INFN,negative
вырубать_INFN,negative
шустренький_ADJF,negative
метать_INFN,negative
сказаться_INFN,negative
безнадёжно_ADVB,negative
выскочить_INFN,negative
многократно_ADVB,negative
уважать_INFN,negative
воздействие_NOUN,negative
прикуриватель_NOUN,negative
совершить_INFN,negative
нецарапаться_INFN,negative
волноваться_INFN,negative
волновать_INFN,negative
дань_NOUN,negative
обмениваться_INFN,negative
сажаться_INFN,negative
раскачать_INFN,negative
коннектиться_INFN,negative
садить_INFN,negative
процедура_NOUN,negative
колебаться_INFN,negative
компенсироваться_INFN,negative
конфетка_NOUN,positive
фокусировать_INFN,negative
пзу_NOUN,negative
сжимать_INFN,negative
фиолетовый_ADJF,negative
фронт_NOUN,negative
андроидный_ADJF,negative
посередине_ADVB,negative
айпода_NOUN,negative
корректный_ADJF,positive
иксперия_NOUN,negative
смех_NOUN,negative
ловиться_INFN,negative
рано_ADVB,negative
комплектовать_INFN,negative
тунец_NOUN,negative
грубо_ADVB,negative
функционировать_INFN,negative
мощьный_ADJF,negative
красавец_NOUN,positive
расширять_INFN,negative
евро_NOUN,negative
пиво_NOUN,negative
поздно_ADVB,negative
безграничный_ADJF,negative
горбушка_NOUN,negative
отличать_INFN,negative
эмулятор_NOUN,negative
выступ_NOUN,negative
комбайн_NOUN,negative
пролёт_NOUN,negative
жор_NOUN,negative
материнка_NOUN,negative
истинный_ADJF,positive
великий_ADJF,positive
микросим_NOUN,negative
классика_NOUN,negative
выжать_INFN,negative
сбережение_NOUN,negative
накладка_NOUN,neutral
оптика_NOUN,negative
разболтаться_INFN,negative
пластика_NOUN,negative
однозначный_ADJF,negative
подъезд_NOUN,negative
ламинат_NOUN,negative
традиционно_ADVB,negative
горе_ADVB,negative
офигительный_ADJF,positive
стереозвук_NOUN,negative
серийный_ADJF,negative
уникальный_ADJF,neutral
исцарапать_INFN,negative
малыш_NOUN,negative
уменьшаться_INFN,negative
тактильно_ADVB,negative
разноцветный_ADJF,negative
слезть_INFN,negative
скептически_ADVB,negative
вживую_ADVB,negative
широкоформатный_ADJF,negative
неоднозначный_ADJF,negative
финский_ADJF,negative
карл_NOUN,negative
подпись_NOUN,negative
сертификация_NOUN,negative
брелок_NOUN,negative
юзаета_NOUN,negative
замёрзнуть_INFN,negative
стереть_INFN,negative
рекомендация_NOUN,positive
размещение_NOUN,negative
приоритет_NOUN,negative
музона_NOUN,negative
переворачивание_NOUN,negative
нечёткий_ADJF,negative
расписание_NOUN,negative
распечатать_INFN,negative
счётчик_NOUN,negative
держиться_INFN,negative
конвертер_NOUN,negative
космический_ADJF,negative
двоякий_ADJF,negative
игрушечный_ADJF,neutral
трудный_ADJF,negative
прижать_INFN,negative
осмотреть_INFN,negative
этикет_NOUN,negative
комбинация_NOUN,negative
подушечка_NOUN,negative
лицензионный_ADJF,negative
повторный_ADJF,negative
издевательство_NOUN,negative
врубать_INFN,negative
цеплять_INFN,negative
серф_NOUN,negative
здание_NOUN,negative
отмечать_INFN,negative
непривычный_ADJF,negative
предпочесть_INFN,negative
чтожий_ADJF,negative
симбой_NOUN,negative
филипс_NOUN,negative
образец_NOUN,positive
чей_ADJF,negative
длительность_NOUN,negative
диван_NOUN,negative
грех_NOUN,negative
перебой_NOUN,negative
испугаться_INFN,negative
схема_NOUN,negative
передовой_ADJF,positive
бессмысленный_ADJF,negative
прописать_INFN,negative
извлекать_INFN,negative
строчка_NOUN,negative
куртка_NOUN,negative
добротно_ADVB,negative
разработать_INFN,negative
ридер_NOUN,negative
поторопиться_INFN,negative
грубый_ADJF,negative
регион_NOUN,negative
чужое_NOUN,negative
сообщество_NOUN,negative
хорошый_ADJF,negative
царапаеться_INFN,negative
организовать_INFN,negative
чудовищный_ADJF,negative
заявление_NOUN,negative
выниматься_INFN,negative
урезать_INFN,negative
зафиксировать_INFN,negative
пиксел_NOUN,negative
занятие_NOUN,negative
предлагаться_INFN,negative
незначительно_ADVB,negative
шире_NOUN,negative
переставлять_INFN,negative
расцветка_NOUN,negative
вертеть_INFN,negative
бабка_NOUN,negative
неофициальный_ADJF,negative
заключаться_INFN,negative
местонахождение_NOUN,negative
всётаки_NOUN,negative
непривычка_NOUN,negative
сьёмкий_ADJF,negative
соединяться_INFN,negative
удовлетворительный_ADJF,positive
облегчать_INFN,positive
сониэриксон_NOUN,negative
заморочиться_INFN,negative
купиться_INFN,negative
консультант_NOUN,negative
сумасшедший_ADJF,negative
временной_ADJF,negative
взбесить_INFN,negative
человеческий_ADJF,positive
отмена_NOUN,negative
попробывать_INFN,negative
слизать_INFN,negative
взламывать_INFN,negative
посредственно_ADVB,negative
поисковик_NOUN,negative
прослушать_INFN,negative
функционально_ADVB,negative
некрасивый_ADJF,negative
неиспользуемый_ADJF,negative
подкопить_INFN,negative
малость_NOUN,neutral
многовато_ADVB,negative
усиление_NOUN,negative
признак_NOUN,negative
загрузиться_INFN,negative
инженерный_ADJF,negative
несравнимый_ADJF,negative
чересчур_ADVB,negative
хорошоя_NOUN,negative
сообщить_INFN,negative
чистота_NOUN,positive
уважаемый_ADJF,negative
великое_NOUN,negative
обеспечить_INFN,negative
расходовать_INFN,negative
передаваться_INFN,negative
ссылаться_INFN,negative
поставлять_INFN,negative
склад_NOUN,negative
повесить_INFN,negative
хрип_NOUN,negative
сенсерный_ADJF,negative
разьё_NOUN,negative
ворда_NOUN,negative
выполнение_NOUN,negative
содержимый_ADJF,negative
неважный_ADJF,negative
комлект_NOUN,negative
осадка_NOUN,negative
макросъемка_NOUN,negative
устойчивость_NOUN,positive
сотик_NOUN,negative
семёрка_NOUN,negative
песок_NOUN,negative
закос_NOUN,negative
поддержать_INFN,negative
пейзаж_NOUN,negative
предоставить_INFN,negative
устранять_INFN,negative
работоспособный_ADJF,positive
тренировка_NOUN,negative
грустный_ADJF,negative
просесть_INFN,negative
звание_NOUN,negative
ниша_NOUN,negative
аспект_NOUN,negative
обнаружиться_INFN,negative
собака_NOUN,negative
приблизить_INFN,negative
реал_NOUN,negative
сожрать_INFN,negative
кафельный_ADJF,negative
взвесить_INFN,negative
вылечиться_INFN,positive
развлекательный_ADJF,negative
бочка_NOUN,negative
поддаваться_INFN,negative
резюмировать_INFN,negative
содержимое_NOUN,negative
больной_ADJF,negative
перечёркивать_INFN,negative
оптимус_NOUN,negative
дрянь_NOUN,negative
выводиться_INFN,negative
направить_INFN,negative
везти_INFN,negative
схожесть_NOUN,negative
загореться_INFN,negative
задумчивость_NOUN,negative
дурак_NOUN,negative
установиться_INFN,negative
рябь_NOUN,negative
круглый_ADJF,negative
мат_NOUN,neutral
пересмотреть_INFN,negative
персональный_ADJF,negative
оторваться_INFN,negative
носиться_INFN,negative
баловаться_INFN,negative
судьба_NOUN,negative
стационарный_ADJF,negative
морской_ADJF,negative
понимание_NOUN,positive
напряжный_ADJF,negative
позитивный_ADJF,positive
печать_NOUN,negative
потерпеть_INFN,negative
помереть_INFN,negative
вышеуказанный_ADJF,negative
отказ_NOUN,negative
переустановить_INFN,negative
чек_NOUN,negative
мириться_INFN,negative
гасить_INFN,negative
птичка_NOUN,negative
напильник_NOUN,negative
надеть_INFN,negative
протестировать_INFN,negative
скачка_NOUN,negative
проец_NOUN,negative
гемор_NOUN,negative
умеренно_ADVB,negative
высоковатый_ADJF,negative
покрывать_INFN,negative
негатив_NOUN,neutral
прибавить_INFN,negative
полезть_INFN,negative
московский_ADJF,negative
отчётливо_ADVB,negative
непрочный_ADJF,negative
мелковатый_ADJF,negative
нещадно_ADVB,negative
стив_NOUN,negative
десяток_NOUN,negative
курьер_NOUN,negative
украшательство_NOUN,positive
световой_NOUN,negative
привлекать_INFN,negative
осваивать_INFN,negative
улучшиться_INFN,positive
безглючность_NOUN,negative
гбайт_NOUN,negative
плечо_NOUN,negative
андроидфон_NOUN,negative
познаваться_INFN,negative
тыловой_ADJF,negative
мучить_INFN,negative
линза_NOUN,negative
неработающий_ADJF,negative
выпуклый_ADJF,negative
одеть_INFN,negative
безобразие_NOUN,negative
печаль_NOUN,negative
текстура_NOUN,negative
арк_NOUN,negative
перекидывать_INFN,negative
противоположный_ADJF,negative
приблуд_NOUN,negative
подзарядить_INFN,negative
джейлбрейк_NOUN,negative
гнуть_INFN,negative
моментальный_ADJF,negative
помошник_NOUN,negative
изготовить_INFN,negative
оптический_ADJF,negative
эффектно_ADVB,negative
выгружаться_INFN,negative
пипец_NOUN,negative
несъемный_ADJF,negative
модифицированный_ADJF,negative
потрескаться_INFN,negative
торопиться_INFN,negative
эталон_NOUN,negative
революция_NOUN,positive
поликарбонат_NOUN,negative
покрутить_INFN,negative
подложить_INFN,negative
экосистема_NOUN,negative
нано_NOUN,negative
рычажок_NOUN,negative
сбербанк_NOUN,negative
давление_NOUN,negative
мейза_NOUN,negative
глобалка_NOUN,negative
привередливый_ADJF,negative
проиграть_INFN,negative
миф_NOUN,neutral
эрикссон_NOUN,negative
поюзать_INFN,negative
утонуть_INFN,negative
поместиться_INFN,negative
избранный_ADJF,negative
отредактировать_INFN,negative
кайфовать_INFN,positive
совершение_NOUN,negative
выручить_INFN,negative
тереться_INFN,negative
идиотский_ADJF,negative
переписывать_INFN,negative
жанр_NOUN,negative
свёрнутый_ADJF,negative
основание_NOUN,negative
заикаться_INFN,negative
сворачиваться_INFN,negative
весёлый_ADJF,negative
неаккуратный_ADJF,negative
позади_ADVB,negative
джойстик_NOUN,negative
халявный_ADJF,negative
звенеть_INFN,negative
слайдер_NOUN,negative
незаметить_INFN,negative
проявиться_INFN,negative
испытать_INFN,negative
траффик_NOUN,negative
частью_ADVB,negative
велосипед_NOUN,negative
оттираться_INFN,negative
вырубить_INFN,negative
граф_NOUN,negative
надобность_NOUN,negative
интелектуальный_ADJF,negative
метровый_ADJF,negative
новизна_NOUN,negative
желающий_NOUN,negative
наклонить_INFN,negative
голубой_NOUN,negative
акселометр_NOUN,negative
адаптироваться_INFN,positive
анимировать_INFN,negative
спрятать_INFN,negative
разрешить_INFN,negative
перечесть_INFN,negative
ресет_NOUN,negative
сдвинуть_INFN,negative
специалист_NOUN,negative
снаружи_ADVB,negative
дешевизна_NOUN,positive
удивительный_ADJF,positive
сортировка_NOUN,negative
афигенный_ADJF,positive
равнодушный_ADJF,negative
дышать_INFN,negative
конектиться_INFN,negative
невыносимый_ADJF,negative
удручать_INFN,negative
недоразумение_NOUN,negative
пресет_NOUN,negative
косячок_NOUN,negative
металический_NOUN,negative
подробность_NOUN,positive
привлечь_INFN,negative
милый_ADJF,positive
вуаля_NOUN,negative
предельно_ADVB,negative
даром_ADVB,negative
послушный_ADJF,positive
руководство_NOUN,negative
проблёмкий_ADJF,negative
катить_INFN,negative
упустить_INFN,negative
крепиться_INFN,negative
евросеть_NOUN,negative
кофе_NOUN,negative
полна_ADJS,negative
крыша_NOUN,negative
хорошие_ADJF,negative
вздуматься_INFN,negative
непрерывно_ADVB,negative
скрипучий_ADJF,negative
черно_ADVB,negative
предоставлять_INFN,negative
критический_ADJF,neutral
поломать_INFN,negative
враньё_NOUN,negative
влага_NOUN,negative
увлекаться_INFN,negative
исправный_ADJF,positive
приглянуться_INFN,positive
тажа_NOUN,negative
лак_NOUN,negative
ладошка_NOUN,negative
неправда_NOUN,negative
стойкость_NOUN,positive
беседа_NOUN,negative
подтверждение_NOUN,negative
умещаться_INFN,negative
полочка_NOUN,negative
выносливый_ADJF,positive
единица_NOUN,negative
придавать_INFN,negative
заполнение_NOUN,negative
отрывать_INFN,negative
безглючный_ADJF,negative
порядком_ADVB,negative
